文本,价格,外观,质量
锅 挺 好看 颜值 高 平底 放油 不太能 量 放多 做 双皮奶 熬 胡萝卜 苹果汁 很赞 赞 卖家 说 方法 开 锅 不粘锅 保温 双皮奶 颜值 挺 值得 妹纸 小心 点 沉 ,0,1,1
东西 收到 质量 完好无损 美观 漂亮 包装 完好 物流 员 送货上门 服务 值得 推荐 ,0,1,1
美观 程度 宝贝 美观 图片 中   外观设计 外观 漂亮 大方 色差   家人 买 喜欢 ,0,1,0
煲汤 好吃 放 好多 东西 整只 放 容量 足够 砂锅 厚实 ,0,1,1
有个 疑问 现代人 烧出 精美 瓷器 现代人 制瓷 工艺 古人 好 ,0,1,1
美 ,0,1,0
颜色 都 好好看 ,0,1,0
真 好看 ,0,1,1
确实 不错 好看,0,1,0
拍得 真好看,0,1,0
去过   看到 特别 精美   栩栩如生 建筑 简直 太美   一艘船 ,0,1,0
真的 美 ,0,1,1
里面 好多 精品 ,0,0,1
喜欢 只 鸭 好看,0,1,0
颜色 真亮 ,0,1,0
之前 看 别人 去 大英博物馆   超多 超多 中国 精美 瓷器 都 保存 抄 完整 那种 超级 美 感觉 心里 很 不是 滋味 ,0,1,1
精品 ,0,0,1
高级 高级 釉色 工艺 繁复 台风 梅花 加强 强台风 级 ,0,1,1
好 可爱 杯子 ,0,1,0
可爱 爱滴 ,0,1,0
好 可爱 新年快乐 小 郑 ,0,1,0
好 可爱 杯杯 ,0,1,0
好 可爱 ,0,1,0
可爱 ,0,1,0
可爱 ,0,1,0
杯子 好 爱 猫猫 教冲 鸭 ,0,1,0
小 杯子 颜色 装 盆栽 好看 ,0,1,0
小猫 好 可爱 ,0,1,0
可爱 猫猫   可爱 美丽 郑宝 ,0,1,0
猫咪 好 可爱 ,0,1,0
杯子 好 可爱 ,0,1,0
美丽 ,0,1,0
这套 好看 ,0,1,0
这套 好 美 ,0,1,0
小郑 这套 好 美 ,0,1,0
好 可爱,0,1,0
这好 可爱 ,0,1,0
小 杯子 好 可爱 ,0,1,0
好 可爱 喵 ,0,1,0
好 可爱 猫猫 ,0,1,0
都 好 可爱 ,0,1,0
好 可爱 猫猫 杯 ,0,1,0
真 可爱 ,0,1,0
好 可爱 猫猫 杯子 ,0,1,0
好看 ,0,1,0
外套 好好看 ,0,1,0
外套 好看 ,0,1,0
可爱 喜欢 猫 ,0,1,0
蛮 可爱 ,0,1,0
这套 hin 好看 ,0,1,0
好好看 ,0,1,0
真是 爱 恨 ,0,0,0
啊啊啊 好多 喜欢   一问 都 四五百 五六百   恨 淚 淚 淚 ,-1,0,0
都 精致  做 买 两个 好看 小 酒杯 花 姐 四百块   不是 大富翁 淚 ,-1,1,1
哇哇 好好看 ,0,1,0
真的 好美 真的 烧瓷 ,0,1,0
杯子 太 好看 ,0,1,0
想 去 买盘 盘罐 罐 太贵,-1,0,0
确实 好 文艺 上海 内 味儿 ,0,1,0
杯子 挺 好看 应该 买 ,0,1,0
真 好看 诶 ,0,1,0
图九是 拍   好看 工艺 厉害 ,0,1,1
10 张 太 可爱 ,0,1,0
圆 耳朵 小狗 太 可爱 ,0,1,0
p2 小狗 勾 回眸 好 可爱 ,0,1,0
好 可爱   好 想 去 玩 ,0,1,0
呜呜 好看 喜欢 看得 想 去 ,0,1,0
喜欢 看 瓷器 相关 姐姐 画得 好看 ,0,1,0
想 去 画 陶瓷 好好看,0,0,0
好多好多 创意 特别 杯子 ,0,1,0
简单 字母 超 好看 ,0,1,0
兔子 真是 喜欢 反复 看 好几遍 ,0,1,0
做 陶瓷 好看 意义 ,0,0,0
豆花 篮子 设计 好 可爱 ,0,0,0
还会 再 去 景德镇 羊羊子 推荐 陶艺 工作室 去 做 作品 价格 实惠,1,0,0
啊啊啊 做工 太棒了 ,0,0,1
疫情 好点 出省 一定 去 趟 景德镇 陶瓷 爱好者 天堂 ,0,1,0
好 可爱 小猫咪 ,0,1,0
画 瓷器 感觉 好美 舒服   好 娴静 ,0,1,0
花瓶 杯子 太 好看 ,0,1,0
啊啊啊 杯子 盘子 爱好者 天堂 ,0,1,0
羊羊 每次 画 都 好好看 期待 成品 ,0,1,0
每天 都 好 治愈 特别 做 陶瓷 很 成就感 耶 每个 精美,0,1,0
地方 网上 买 便宜,1,0,0
很 简单 很 好看 耶 ,0,1,0
请问 今天 卖 蝴蝶 器皿 摊子 昨天 一家 不 有没有 线上 店铺 真想 买 价格 便宜,1,0,0
最近 学 pottery 看到 漂亮 瓷器 羡慕 坏 ,0,1,0
想 去 景德镇 好多 好看 盘 盘碟 碟 ,0,1,0
去 景德镇 肯定 会 忍不住 买买 买 贵 买 不起,-1,0,0
盘盘 碗 碗 太 好看 ,0,1,0
做工 不错 ,0,0,1
想 去 捏 杯子   盘子 好看 心动,0,1,0
不愧 景德镇 陶瓷 琳琅满目 机会 去 景德镇 瞧一瞧 感谢 羊羊 视频 分享 ,0,1,0
羊羊 做 盘子 全部 打包带 走 绝美,0,1,0
放 盘子 杯子 都 小心翼翼 害怕 摔坏 哈哈哈 做工 精致,0,0,1
工艺 厉害 ,0,0,1
看来 景德镇 利用 三天 假期 去 地方 市集 咖啡 美食 漂亮 手工艺品 ,0,1,1
发现 羊羊子 爱 上 景德镇 看 一次 惊艳 一次 作品 都 会 说话 都 风格 魅力 热爱 可抵 岁月 漫长 太对 爱 吃 爱 生活 每次 看到 羊羊子 发 美食 耶 都 感觉 很 治愈 很 美好 哎呀呀 云逛 乐天 集市 以后 去 景德镇 看一看 一定 买买 买 满载而归 ,0,1,0
终于 时间 来补 视频 器物 之美 生活 之美 热爱 无惧 ,0,1,0
太 美好 ,0,1,0
花 花盘 太 好看 好   已经 想象 哈哈哈哈 ,0,1,0
感觉 去 景德镇 钱包 要空 肯定 不停 买买 买 价格 贵,-1,0,0
蘑菇 头 好 可爱 ,0,1,0
画 盘子 杯子 都 好好看 ,0,1,0
宝贝 精致 喜欢 好看 买 件 ,0,1,1
买 几件 景德镇 陶瓷 回家 摆件 好看,0,1,0
美得 嘞 ,0,1,0
真 不 戳 好看,0,1,0
好美 ,0,1,0
周末 陶溪川 每个 摊子 作品 都 好好看 ,0,1,0
最后 一张 图里 耳饰 都 很 好看 ,0,1,0
共赴 景德镇 逛 陶然 集 漂亮 ,0,1,0
好 漂亮 ,0,1,0
共赴 景德镇 逛 陶然 集 想要 想要 想要 绝美,0,1,0
江西 景德镇 陶瓷 质量 杠杠 滴 ,0,0,1
漂亮 ,0,1,0
想 去 景德镇 看 陶瓷 好美,0,1,0
庶几 说怿   天呐 瓷器 真的 好 漂亮 ,0,1,0
瓷器 之美 ,0,1,0
太太 太太 太 太太 太太 好看 ,0,1,0
爱 真的 好好看 ,0,0,0
感觉 质量 不错,0,0,1
大脸 姑娘 儿 共赴 景德镇 逛 陶然 集   好 想 去   好 想 感受 瓷都   不是 好看 形容   精致 作品 ,0,1,1
共赴 景德镇 逛 陶然 集   好 想 去   好 想 感受 瓷都   不是 好看 形容   精致 作品 ,0,1,1
陶溪川 真是 手工艺者 展示 产品 好 地方 共赴 景德镇 逛 陶然 集 ,0,0,1
棒 好看,0,1,0
真的 好好看 瓷器 ,0,1,0
好看 想要 ,0,1,0
好好看 好 想 去 ,0,1,0
当然 可爱 爱 创意 成品 ,0,1,0
最 喜欢 瓷器 漆器 动手做 更好 精致,0,0,1
当然 集市 里 陶瓷 工艺品 精致,0,0,1
展览 手工艺品 精致 最爱 应该 各种各样 杯子 ,0,1,1
手工艺品 做工 精湛,0,0,1
当然 各式各样 手工艺品 精致,0,0,1
太美 艺术瓷 都 景德镇 ,0,1,0
当然 里面 小商品 感兴趣 可爱,0,1,0
陶瓷 小玩意 好可爱,0,1,0
期待 精美 品 ,0,1,0
比较 喜欢 陶瓷 外观 新奇,0,1,0
真滴 很 喜欢 青花瓷 那种 磨砂 质感 杯子 灯 上 透光 杯子 具体 不 清楚 ,0,1,1
共赴 景德镇 逛 陶然 集   各种各样 小 陶瓷 工艺品 有趣 ,0,1,0
共赴 景德镇 逛 陶然 集   最 感兴趣 陶瓷 手工艺品 绝美 精致 ,0,1,1
买 不起,-1,0,0
东西 漂亮 ,0,1,0
全部都是 道光 独有 纹样 ,0,1,0
太 好看 ,0,1,0
好 喜欢 这种 款式 好看 ,0,1,0
p8 色调 太 舒服 太漂亮 5555 ,0,1,0
可能 会 狠狠 纠结 带 杯 碗 回家 不愧 景德镇 都 喜欢 好美,0,1,0
瓷器 都 好 美 最 喜欢 p8 碗 ,0,1,0
诺 男朋友 穿 很 素雅 瓷器 ,0,1,0
p3 盘子 发光 啊啊啊 ,0,1,0
好看 喜欢 ,0,1,0
六月 十五   好 想 去 景德镇 瓷器 都 想 搬 回家 太贵 买不起,-1,0,0
巧夺天工 ,0,0,1
这是 天赐 珍宝 ,1,0,0
不得不 说 颜色 造型 想象力 都 很 绝 喜欢 ,0,1,0
这太 好看 ,0,1,0
工艺 震撼   绝 ,0,0,1
真 漂亮 ,0,1,0
青花 满工 工艺 精湛,0,1,1
文化 瑰宝 魅力 ,1,0,0
景德镇 陶瓷 太美 机会 想 去 当地 看看 ,0,1,0
景德镇 瓷器 非常 具有 观赏价值 机会 不要 错过 ,0,1,0
似 无 完整 传世 品 ,1,0,0
竟然 … … 长 知识   之前 写 小说 还 特意 拍 洪武 釉里红 做 参考 … 南京博物院 展览 釉里红 大盘 好像 压根 没 提过 茬 ,0,1,0
酱 色釉 好好看 ,0,1,0
堪称 青花 之王 ,0,1,0
好 漂亮 颜色 纹饰 ,0,1,0
景德镇 明清 古 瓷器 龙 几个 都 非常 精致 繁复 乾隆 时期 富丽堂皇 之相 此物 景德镇 中国 陶瓷 博物馆 景德镇 御 窑厂 遗址 博物馆 收藏 ,0,1,1
瓷器   一组 咸丰 官窑 瓷器 咸丰 年间 内忧外患 御 窑厂 烧 瓷器 官样文章 交差了事 做 人 无趣 看 人 无聊 仿 嘉靖 鹤 纹 竟然 呆若木鸡 琢器 比例失调 许之衡 饮流 斋 说 瓷 里 论调 精准 皇朝 精气神 变迁 全体 现在 瓷器 里 ,0,-1,-1
瓷器   两只 永乐 青花 大碗 图一 宫里 传世 品 透明 釉有 开片 口沿 变形 图二 景德镇 御 窑厂 出土 釉面 开片 黄色 应该 土沁 器型 规整 无 变形 严格来说 两件 都 残次品 苏麻离 青发色 好 只入 宫 发色 灰暗 只 处理 从明 初 对型 质 审美 就让 位于 纹饰 ,0,1,1
首博 典藏   粉 青釉 描金 镂空 开光 粉彩 荷莲 童子 转心 瓶 清乾隆   1736 1795 高 28.1 厘米 此器 清乾隆 时期 景德镇 御 窑厂 烧制 外壁 施粉 青釉 描金 西番莲 纹饰 瓶颈 饰 四喜 童子 腹部 开光 镂空 内心 饰 粉彩 采莲图 圈足饰 莲瓣 纹 造型 奇巧 显示 出 乾隆 时期 景德镇 官窑 瓷器 艺术 无穷 魅力 首都博物馆 藏 全文 ,0,1,1
瓷器 清乾隆 瓷 搬 指 台北 故宫博物院 藏 中瓷 4358 中瓷 4375 各式 搬 指同 储于 木匣 中 乾隆 官窑 烧造 各类 釉彩 形制 各式 纹样 造办 处 中 皆 档案 追查 特别 釉彩 一项 历年 往返 文书 中 透露 出御 窑厂 生产 前朝 风格 相似 不同 作品 加上 雍正 六年 乾隆 二十一年 以前 御 窑厂 实际 负   全文 ,0,1,0
南宋 官窑 中国 礼乐 文化 　 　 座落在 杭州 城南 乌龟 山西 麓 南宋 官窑 目前 发现 最早 专门 烧制 南宋 宫廷 用瓷 御 窑厂 产品 造型 古朴 典雅 色泽 纯净 滋润 如玉 最能 表现 特点 大量 仿 青铜器 造型 礼器 簋 式 炉 樽 式 炉 鼎式 炉 觚 贯耳 瓶 八棱瓶 鬲式 炉 仿古 礼器 大量 出现   全文 ,0,1,0
法国 匠人 手工 上釉 描金 过程   塞 弗尔 窑 法式 中国 风 塞 弗尔 窑 18 世纪 时 法国 专门 用来 生产 皇室 瓷器 御 窑厂 所产 瓷器 常用 金粉 描边 奢侈 黄金 涂层 繁复 鎏金 技术 精致 优雅 釉面 装饰 闻名 瓷器 风格 杂糅 当时 盛行 洛可可 艺术 中国 风 YTB S è vres Manufacture   et   Mus e   nationaux 全文 ,0,1,1
晚安 今日 大家 带来 清光绪 红彩 轧 道 海水 青花 八仙 人物 碗 碗 心绘 寿星 鹿 踏浪 祥云 翱翔 碗 外壁 青花 绘 八仙过海 故事 人物 线条 流畅 青花 发色翠艳 衣带 当风 底纹 以红料 彩绘 满绘 海水 波涛 纹 汹涌澎湃 线条 流畅 此类 碗 官窑 传统 产品 始于 乾隆 后朝御 窑厂 多有 沿袭 烧造 乾隆 后 通常   全文 ,0,1,0
古瓷 鉴定 唐窑 黄地 青花 缠枝 花纹 转心 瓶 清代 乾隆 元年 十四年 1736 1749 十七年 二十一年 1752 1756 九江 关 监督 唐英 监督 江西 景德镇 御 窑厂 督造 瓷器 代称 其器 仿古 釉色 悉能 巧合 创制 洋紫 冻青 银洋 彩 水墨 鸟金 珐琅 洋彩 黑地 五彩 蓝花 黑花 描金 窑变   全文 ,0,1,0
收藏 瓷器 景德镇 陶瓷 史上 明代 出现 官搭民烧 指御 窑厂 无法 按时 完成 皇家 烧制 任务 一部分 瓷器 御 窑厂 内 成型 后 搭 民窑 内 烧制 晚清 清政府 国力 衰退 无暇顾及 瓷业 搭民烧 2016 年 景德镇 重新 掀起 柴 烧热 景德镇 众多 制瓷 人 老祖宗 传统 无比 向往 却 无奈 不能 尽数 搭建   全文 ,0,1,0
苏富比 香港 趣雅 东方 明宣德 雪花 蓝釉 香炉 大明 宣德 年制 款 21   公分 8   1 4   英寸 估价   800 000 1 200 000   港币 雪花 蓝 低温 钴蓝釉 明代 御 窑厂 新创 釉色 烧成 难度 极高 实属 罕见 完整 雪花 蓝釉器 本品 外 存世 仅 八件 七器 属 厚壁 大碗 余下 一碗 器壁 外 撇 形制 较为 常见 却 无款   全文 ,1,1,1
? 甜白 釉 明永乐 时期 景德镇 御 窑厂 创烧 白釉 品种 特点 白如 凝脂 素 犹 积雪 明代 黄一正 所撰 事物 绀珠 载 永乐 宣德 二窑 内府 烧造 以鬃 眼甜 白为 常 甜白 称谓 沿用至今 称 甜 釉色 恬静 柔润 人 甜美 之感 ? 甜白 釉器 明代 永乐 窑 生产 最为 著名 以薄   全文 ,0,1,1
美人醉 绿如 春水 初 生日 红似 朝霞 欲 上 时 美人醉 又称 豇豆 红 海棠 红 清代 康熙 年间 御 窑厂 烧制 铜 红 釉 色调 淡雅 犹如 桃花 酷似 豇豆 约色 带有 绿色 苔点 早些 年用 老矿 釉料 烧 美人醉 今天 有缘人 带走 如今 矿料 再 好 技术 烧 不出 这种 釉色   大连 国际 新城 ,1,1,1
受 欧洲 赭墨 珐琅 彩瓷 影响 而生 墨彩 纹饰 首 见于 雍正 一朝 时 初见 以瓷 仿拟 不同 材质 器物 1732 年 江西 通志 记载 雍正年间 年希尧 唐英 担任 景德镇 御 窑厂 督陶 官下 烧造 各式 器形 号 四十 墨 彩瓷 此新 技术 画师 得以 于瓷 上 浓淡 墨色 笔法 皴染 绘作 传统 山水画 描写 人物 花鸟 植栽 细节   全文 ,0,1,0
鸣鹿行 述异记 载 鹿 千年 苍鹿 五百年 白鹿 五百年 化为 玄鹿 中国 文化 中 鹿是 长寿 尊贵 象征 受到 历代帝王 青睐 无论是 明万历 青花 五彩 百鹿尊 清 乾隆年间 景德镇 御 窑厂 出品 粉彩 百鹿图 螭 耳尊 都 帝王 铭德之器 鸣鹿行 卷 正是 粉彩 百鹿 图为 灵感 蓝本   全文 ,0,1,0
发表 博文 豇豆 红 瓷器 豇豆 红 瓷器 康熙 晚期 景德镇 御 窑厂 创烧 高温 红釉 品种 因釉 颜色 似 豇 jing 豆 颜色 得名 金属 铜为 着色剂 烧制 过程 中因 部分 氧化 产生 绿色 斑点 与器 身红釉 相映成趣 豇豆 红 豇豆 红 瓷器 ,0,1,1
发表 博文 宝月 瓶 宝月 瓶 亦 称 抱 月 瓶 古代 游牧民族 使用 贮水 贮酒 工具 因其瓶 腹 形似 圆月 得名 这种 器物 中国 存在 西亚 北方地区 十分 流行 图为 乾隆 御 窑厂 生产 黄釉 暗刻 西番莲 纹宝 月 瓶 台北 故宝 月 瓶 ,0,1,0
故宫博物院   國立 故宫博物院   国家博物馆   上海博物馆   人民日报   清乾隆   珐琅 彩   花鸟 纹碗   珐琅 彩 宫庭 御制 瓷器 景德镇 御 窑厂   精制 白瓷   运 进宫 后   由造 办处 出 画稿 宫庭 画师 画 瓷器 入 宫内 小窑 直接 低温 700 800 度 烧制 而成 珐琅 料 进口   价格 极贵 康   雍   乾 只 烧成 3700 只 左右 都   全文 ,1,1,0
实践证明 研究 瓷器 比烧 瓷器 容易 14 半成品 烧成 3 成品率 还 没有 清代 御 窑厂 高   北京 故宫博物院 ,0,0,0
神奇 文物   窑变 釉 流淌 色彩 时代 最 摄人心魄 美 景德镇 御 窑厂 掌门人 唐英 密不可分 景德镇 御 窑厂 皇家 烧制 瓷器 机构 皇帝 喜欢 式样 唐英 必须 拿出 相应 产品 唐英 团队 仿 钧窑 瓷器 基础 上 创新 出 窑变 釉瓷 器 红色 底 釉 上 覆盖 易 分离 流淌   全文 ,0,1,1
故宫 藏 康熙 高 24 2 厘米 霁 红 釉 梅瓶 梅瓶 小口 短颈 丰肩 肩 以下 渐 收敛 玉璧 形底 通体 施霁红 釉 玉璧 形底 心内施 白釉 署 青花 楷体 大清 康熙 年制 六字 双 行款 款外 无边 栏 造型 规整 釉面 匀净 标志 明代 中期 以来 失传 高温 铜红 釉瓷 器 康熙 时 景德镇 御 窑厂 得到 恢复 梅瓶 最初 应为 盛酒 之用 其造   全文 ,0,1,0
瓷器   清雍正 御制 青花 釉里红 云海 腾龙 大 天球 瓶 欣赏 雍正 一朝 虽仅 13 年 御窑 品质 上佳 特别 雍正 六年 唐英 督理 景德镇 御 窑厂 陶务 以来 制瓷 工艺 不断 推陈出新 所出 御瓷 品质 精绝 引来 后世 赞誉 无数 史 称 唐窑 这件 清雍正   御制 青花 釉里红 云海 腾龙 大 天球 瓶 唐窑 所出 无 上隽品 其体   全文 ,0,1,1
中国 地方 名片 洋 记者 千年 瓷都 探寻 中国 文化 魅力 几乎 所有 古文明 都 发明 陶器 瓷器 却 中国 首创 景德镇 一座 中国 东南 小城 china 词 名扬天下 青花 玲珑 粉彩 颜色 釉 景德镇 瓷器 美 名扬 曾 专门 设立 御 窑厂 严密 保护 先进 制瓷 技艺 陶瓷 制成 器 过手 七十二 景德镇 千百年来 践行   全文 ,0,1,0
中国 地方 名片 洋 记者 千年 瓷都 探寻 中国 文化 魅力 几乎 所有 古文明 都 发明 陶器 瓷器 却 中国 首创 景德镇 一座 中国 东南 小城 china 词 名扬天下 青花 玲珑 粉彩 颜色 釉 景德镇 瓷器 美 名扬 曾 专门 设立 御 窑厂 严密 保护 先进 制瓷 技艺 陶瓷 制成 器 过手 七十二 景德镇 千百年   全文 ,0,1,1
早晨 滴滴 司机 交谈 得知 当地 瓷器 市场 逛 完 景区 雨 已经 下 很大 原 计划 去 御 窑厂 居然 关闭 12 月份 才 开放 遗憾 决定 吃个 午餐 去 当地 市场 买点 喜欢 瓷器 不得不 吐槽 江西 人民 爱 吃 辣 真是 爱到 骨子里 早餐 都 辣 天下无敌 买 一点 喜欢 茶具 餐具 真是 冻得 鼻涕 眼泪   全文 ,0,0,0
人民 谋 幸福 中华 优秀 传统 文化 保护 传承 闯 新路 景德镇 大力 实施 陶瓷 文化 保护 传承 工程 综述 景德镇 千年 瓷都 陶瓷 文化底蕴 深厚 近年来 该市 创新 引领 以御 窑厂 遗址 保护 龙头 大力 实施 陶瓷 文化 保护 传承 工程 中华 优秀 传统 文化 保护 传承 勇闯 新路 　 　 御 窑厂 遗址 保护 规划 新一轮   全文 ,0,0,0
景德镇 御 窑厂 明清 官窑 遗址 当年 督陶官 带领 一批 一批 能工巧匠 烧制 一件件 精美绝伦 官窑 瓷器 说 世界 陶瓷 生产 史上 难以逾越 巅峰 历史 上 留下 督陶官 姓名 真正 第一线 生产 瓷器 匠 人们 姓名 倒 不 可知 目前 展示 出土 瓷器 来看 现在 发掘 部   全文 ,0,1,0
行走 艺术   清雍正   斗彩 福寿 三多纹 撇口 碗   碗 纹饰 釉下 勾勒 细致 釉上 填彩 精准 色泽 清逸 秀雅 外壁 所绘 折枝 瑞果 粉彩 填色 烧成 后 浓淡 深浅 不 层次分明 生动 逼真 属 宫廷 御制 上乘之作 粉彩 运用 斗彩 装饰 之中 雍正 御 窑厂 一大 突破 内府 作坊 珐琅 彩 基础 上 加入 乳浊剂 玻璃 白   全文 ,0,1,1
心情 不好 出去 散散心 了解 文化 买 喜欢 东西 女人 开心起来 很 简单 景德镇   古窑 博物馆 御 窑厂 陶溪川 打卡 图九 工艺 老板 说 成功 几率 很 低 看到 第一眼 超级 喜欢 怕 碰 不到 咬牙 买 之后 逛 店 还 真 没 看到 这种 值 当地 小吃 饺子 粑 粑 咸水 粑 ,0,1,0
清乾隆 青花 缠枝 四季 花卉 纹梅瓶 大清 乾隆 年制 篆书 款   此件 梅瓶 乾隆 经典 陈设 御瓷 造型 纹饰 皆 仿 明宣德 青花 乾隆 早期 御 窑厂 烧制 瓷器 为督 陶官 唐英 任职 督理 期间 所烧 瓷器 样式 纹饰 上 接近 雍正 风格 纹饰 绘制 拉 胚 塑造 皆 乾隆 晚期 严谨 规整 无不 精美 唐英   全文 ,0,1,0
